index,sub_index,item_type,brand,product,film_format,film_speed_iso,process,expiry_date,date_added,md5,uuid,filename,author,notes,item_subtype,quantity
364,0,film_box_outside,Polaroid,Image Instant Film,Instant Integral Film,640,Instant,200707,1759500648,966c6da46903d7a21752db097be3d9f0,6a3ab27a3a964d7c9ecc38dbce2fee6d,00364_000.jpg,@ellafridalindblom,,Single Pack,10exp
364,1,film_box_inside,Polaroid,Image Instant Film,Instant Integral Film,640,Instant,200707,1759500650,f51c0c0c8559b521f508c6ea9b96dd5c,c2742bb793f34d90a0365bb82e0160df,00364_001.jpg,@ellafridalindblom,,Single Pack,10exp
365,0,film_box_outside,Kodak,Tri-X 400 Pro,120,400,BW,Unknown,1759500732,5e22c4494aecca3342f729ec6c4b28dc,dd34c2bc1fe34b17b67c6ad002bef05c,00365_000.jpg,@ellafridalindblom,,Multi-Pack-5,N/A
365,1,film_box_inside,Kodak,Tri-X 400 Pro,120,400,BW,Unknown,1759500737,efa1de9cfc77c86a86d2f7b53cf2a170,7cde8a5a159c441f9bad7f7f5d8cba98,00365_001.jpg,@ellafridalindblom,,Multi-Pack-5,N/A
366,0,film_box_outside,Harman,Phoenix II,120,200,C-41,202806,1759680604,b68b0d48d826d0fc2a93ee58cfe1346d,df238026e7c84a89961248cec20737c7,00366_000.jpg,dekuNukem,Chinese version,Single Pack,N/A
366,1,film_box_inside,Harman,Phoenix II,120,200,C-41,202806,1759680605,26c81460ad669c9c04e6fa11c73cab46,fcc0cdbabdd246f7a2de58209827f9c3,00366_001.jpg,dekuNukem,Chinese version,Single Pack,N/A
367,0,film_box_outside,Harman,Phoenix II,35mm,200,C-41,202806,1759680664,8761b7878574fbccaa4bc20004904792,1989020e64ed45108cb6e45a389641d4,00367_000.jpg,dekuNukem,Chinese version,Single Pack,36exp
367,1,film_box_inside,Harman,Phoenix II,35mm,200,C-41,202806,1759680666,1b4265d83fbaa3491963aaecd219701c,32693b43dc864734a3514bada3537ae3,00367_001.jpg,dekuNukem,Chinese version,Single Pack,36exp
368,0,film_box_outside,VEB Fotochemische Werke Berlin,Dekopan Feinkorn,35mm,32,BW,196108,1759681217,a048662e17a18fe6d6d1851e29cf45b1,a26198b637074f36b099870688e7dba0,00368_000.jpg,benikum,,Single Pack,36exp
369,0,film_box_outside,VEB Fotochemische Werke Berlin,Dekopan Super S,35mm,80,BW,196108,1759681258,5fe727689a3c396e8e92d745e1c5710d,da22aec5f8564cd8b34023047f511620,00369_000.jpg,benikum,,Single Pack,36exp
369,1,film_box_inside,VEB Fotochemische Werke Berlin,Dekopan Super S,35mm,80,BW,196108,1759681260,d5ea2dcb14c022d73ce351b94571810c,4220a86f04794b568159c0b119859985,00369_001.jpg,benikum,,Single Pack,36exp
370,0,film_box_outside,Minox,MinoColor 3,8x11mm,100,C-41,198910,1759681491,11fe6f7c971ae95cf4aba317910a0758,a54b7c329f26403d91ffa69325a1d209,00370_000.jpg,Pelicram,,Single Pack,36exp
371,0,film_box_outside,Agfa,Vista Plus 200,35mm,200,C-41,201808,1759778804,33c5d688c9cfdc823902639fb9d00084,ca7affc001374aa882b4c2edd3e8f5f7,00371_000.jpg,@Hol.m35,,Single Pack,24exp
371,1,film_box_inside,Agfa,Vista Plus 200,35mm,200,C-41,201808,1759778853,9b21a1df4fd7d1efba6e9b18bbdb5806,e3caf8b1d9ec4d0495a5908c202bca61,00371_001.jpg,@Hol.m35,,Single Pack,24exp
372,0,film_box_outside,Fujifilm,Superia Premium 400,35mm,400,C-41,202705,1759778927,597732093f9937877a7f66a0a2fd7635,433055f5732e4d53b4245da4dfe0ef1f,00372_000.jpg,@Hol.m35,,Single Pack,36exp
373,0,film_box_outside,Filmfabrik Köpenick,Dekopan Feinkorn,35mm,40,BW,195611,1759862837,16a54b82d671a6a91af39fce390f1c26,60cc4bc5cdde4f79946e61ff1fc81bb7,00373_000.jpg,Pelicram,,Single Pack,36exp
374,0,film_cartridge,Agfa,Isopan ISS,35mm,100,BW,Unknown,1759862916,27a0ad271faba53d1d424b48bdc4183e,25cfa8cb048141e38ed79df6bf38b9d7,00374_000.jpg,Pelicram,,Bulk Roll,5m
375,0,film_cartridge,Ilford,FP3 Series 2,35mm,125,BW,196011,1759862990,39d45ee8a6868d05c5cfcf9383a829d6,bb411872cc384c19b35debf6662503e7,00375_000.jpg,Pelicram,,Bulk Roll,5m
376,0,film_cartridge,Kodak,Plus-X,35mm,Unknown,BW,195801,1759863224,b0b0723f9b07a2e69002bcaa92abc90d,274e94b488d64e3a890da1f77b607958,00376_000.jpg,Pelicram,,Bulk Roll,5m
377,0,film_cartridge,Ilford,FP3,35mm,125,BW,195903,1759863275,67cb56db0820d34947234cf6d0e5b28a,6775b898e26f4b649bd5323259f284f7,00377_000.jpg,Pelicram,,Bulk Roll,5m
378,0,film_cartridge,Kodak,Panatomic-X,35mm,Unknown,BW,195803,1759863400,8ef6a2cbcca6af6c3a47af63e1a4125a,a4dcee02869a4274b81b453160ca7ed1,00378_000.jpg,Pelicram,,Bulk Roll,5m
379,0,film_cartridge,Kodak,Plus-X,35mm,Unknown,BW,195706,1759863438,d8f6abe3963292165e5d1b36f47a4abb,def2a04d52794b00aa61a0b801bdb867,00379_000.jpg,Pelicram,,Bulk Roll,5m
380,0,film_cartridge,Agfa,Agfacolor Umkehr-Ultra T,35mm,Unknown,Unknown,Unknown,1759863586,b753c466991fb6d617730d6b30888697,b79dcd08bc514df3982630e3401f01db,00380_000.jpg,Pelicram,,Single Pack,20exp
381,0,film_box_outside,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872492,8bce60b69ea4edd6b60e66307ff65e5b,4f8758001bd74040b9e5a4bc6506c143,00381_000.jpg,Pelicram,,Single Pack,15m
381,1,film_box_leaflet,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872503,f90d0bbde3b720a0f63c48014f28c668,8364bd18c8c14b8b88fad55c8e0f6c48,00381_001.jpg,Pelicram,,Single Pack,15m
381,2,film_box_leaflet,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872506,f6901724ed7812f3d643ce37f76f3672,afeea97aac0f462b845ed530d90edf14,00381_002.jpg,Pelicram,,Single Pack,15m
381,3,film_cartridge,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872589,5d2f706cecd8954ac00ad9362307fec2,d5614e94dc2b4dfb89e64a7f4e6f369a,00381_003.jpg,Pelicram,,Single Pack,15m
381,4,film_box_processing_envelope,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872595,8458a7f7df9c431be6d21beff782189d,cce11076e2304cd1881905d67a8eb7f5,00381_004.jpg,Pelicram,,Single Pack,15m
381,5,film_box_processing_envelope,Kodak,Kodachrome 40 Movie Film (Type A) for Post-process Sound Striping,Super 8,40,K-14,198111,1759872599,712a3ee3b09bd6b9a1751cc93b22e04a,3d8c3f8d64e6401793eaea69cf7319da,00381_005.jpg,Pelicram,,Single Pack,15m
382,0,film_box_outside,Ilford,HP3,620,400,BW,196902,1760305203,94137d820b5ef0b2541f125320291f09,df6db4a9d0a24f4689647a4ece831afc,00382_000.jpg,dekuNukem,,Single Pack,N/A
382,1,film_box_leaflet,Ilford,HP3,620,400,BW,196902,1760305207,f10286c3b6bb7f6e8a842814c0dec225,5c38e6e7bb004036a0b59661d33a5d8b,00382_001.jpg,dekuNukem,,Single Pack,N/A
382,2,film_box_leaflet,Ilford,HP3,620,400,BW,196902,1760305211,2264ab9fb8dadce7f692f20b31560080,9298339353774799a2918c495d225335,00382_002.jpg,dekuNukem,,Single Pack,N/A
383,0,film_box_outside,Ricoh,"Golden ""16""",16mm,160,BW,196109,1760305315,e9e3a4e766f180f1ea55123630ceb9af,c4263f60ad284b669f5db75e79d2c02c,00383_000.jpg,dekuNukem,,Single Pack,20exp
383,1,film_box_processing_envelope,Ricoh,"Golden ""16""",16mm,160,BW,196109,1760305320,10d7bbe8d808664f8d7a952a365a8664,0bd17a0f246c41b79322a478901003c5,00383_001.jpg,dekuNukem,,Single Pack,20exp
383,2,film_box_processing_envelope,Ricoh,"Golden ""16""",16mm,160,BW,196109,1760305323,673e575a0a31692d7e2e8cb91459fcb1,d99990b484984277a0be54182937d422,00383_002.jpg,dekuNukem,,Single Pack,20exp
383,3,film_box_leaflet,Ricoh,"Golden ""16""",16mm,160,BW,196109,1760305330,c1dadcb384124cc1e23c659157334a91,59c184351d13442dab4fb0f74ddd25ee,00383_003.jpg,dekuNukem,,Single Pack,20exp
383,4,film_box_leaflet,Ricoh,"Golden ""16""",16mm,160,BW,196109,1760305332,8917b892114dbcb9c9549b28873d466d,0d69320f7ded493590d6abb0ea69f750,00383_004.jpg,dekuNukem,,Single Pack,20exp
384,0,film_box_outside,Robot,NR-Cassette,35mm,Unknown,Unknown,Unknown,1760305375,6f151d2663b46c6a239b2101cfc3a1c2,55a2616da3a9456a90f763ed8ac5bc7a,00384_000.jpg,dekuNukem,,Single Pack,N/A
385,0,film_box_outside,Ansco,Plenachrome,120,Unknown,BW,195604,1760305489,d3b91d33e892d416cff2d0f039235da7,39756172435749ed870105a77fa53c6c,00385_000.jpg,dekuNukem,,Single Pack,N/A
386,0,film_box_outside,Ilford,FP4 Plus,120,125,BW,200511,1760305517,28b46ba0c59aee5a80f7fe98e88266ab,da6172ade5c540ee8a25e83586005b36,00386_000.jpg,dekuNukem,,Single Pack,N/A
386,1,film_box_inside,Ilford,FP4 Plus,120,125,BW,200511,1760305524,c0eb06ad9f69db1598445953933ef079,2cf8ba4121a04609a57253eea4e541fa,00386_001.jpg,dekuNukem,,Single Pack,N/A
387,0,film_box_outside,Svema,Foto 64,16mm,64,BW,199204,1760305746,1be1b23852ff6f48488fd5496cf0ca17,0c1f9c9669e6421a9d9ef9ac14b918f8,00387_000.jpg,dekuNukem,,Refill,20exp
388,0,film_box_outside,Walgreen,All Purpose Film,620,80,BW,196701,1760305852,470f12c8c7760206893ca5f0bebec257,ed28012d8a77465898bf1bf978db541b,00388_000.jpg,dekuNukem,,Single Pack,N/A
388,1,film_box_leaflet,Walgreen,All Purpose Film,620,80,BW,196701,1760305862,d0e976e795dbbbdb062e2da5f0f164ba,8bbe0c722eb84948bcdd35b683dca54a,00388_001.jpg,dekuNukem,,Single Pack,N/A
388,2,film_box_leaflet,Walgreen,All Purpose Film,620,80,BW,196701,1760305866,dc81a9dd83209bd94599860fb0521e75,b41e3644f2f6434c807ce95df8c37561,00388_002.jpg,dekuNukem,,Single Pack,N/A
388,3,film_cartridge,Walgreen,All Purpose Film,620,80,BW,196701,1760305871,5583bc3388d82eb25508de26b1faff61,5162cf96587443cead98bdbef85a229c,00388_003.jpg,dekuNukem,,Single Pack,N/A
389,0,film_box_outside,Gevaert,Superchrome,127,Unknown,BW,194701,1760306266,7a605843fbe185a64e71574b0dd9383d,5b7606bb875b4930bafa486534e6af27,00389_000.jpg,dekuNukem,,Single Pack,8exp
390,0,film_box_outside,Kodak,Kodacolor,35mm,32,C-22,195910,1760306498,ec58ea4174e4f73e4612ec40d492b31a,1c8fa96c92974edaa7cbf69b3e535d25,00390_000.jpg,dekuNukem,,Single Pack,20exp
390,1,film_box_leaflet,Kodak,Kodacolor,35mm,32,C-22,195910,1760306499,3672f1a2f15e97b10e9e5014d73b391c,ce169d8c6e8c49b883bf3c1149128398,00390_001.jpg,dekuNukem,,Single Pack,20exp
390,2,film_box_leaflet,Kodak,Kodacolor,35mm,32,C-22,195910,1760306503,808ef18abfe42d441a62766eccd04208,bf8091dc91444595bf58e0b11e2c051c,00390_002.jpg,dekuNukem,,Single Pack,20exp
390,3,film_box_leaflet,Kodak,Kodacolor,35mm,32,C-22,195910,1760306504,af9fab36baad5486db413393d48e2560,c84743c44edd485eb047e566a249609f,00390_003.jpg,dekuNukem,,Single Pack,20exp
390,4,film_box_leaflet,Kodak,Kodacolor,35mm,32,C-22,195910,1760306507,677079930681146441302a124a404042,8e3103da87194d3abc7e557078ad9130,00390_004.jpg,dekuNukem,,Single Pack,20exp
391,0,film_box_outside,Ilford,XP2 Super,120,400,C-41,202611,1760306681,6b3a5ab43612a479d00503cec932e32b,08ab5616c0644099aceffb457b7e484f,00391_000.jpg,kaimon,,Single Pack,N/A
391,1,film_box_inside,Ilford,XP2 Super,120,400,C-41,202611,1760306685,fb286a4d621a01b07631e1560baa3d23,b1a79997109841788a563a01c59c6acc,00391_001.jpg,kaimon,,Single Pack,N/A
392,0,film_box_outside,Ilford,HP5 Plus,120,400,BW,201405,1760349286,b753e78714f01e34dd4ebe67a170ed16,3c726f85acc246d99f3e8c55c4cf072e,00392_000.jpg,@recycling.film,,Single Pack,N/A
392,1,film_box_inside,Ilford,HP5 Plus,120,400,BW,201405,1760349287,5a8b2206dfcbe4f6e824ac9c15b0fbe7,21e61895c4f64c35a0a1ee7f59988917,00392_001.jpg,@recycling.film,,Single Pack,N/A
393,0,film_box_outside,Svema,Foto 32,120,32,BW,199206,1760349426,7aefbd9395d32aad8a91cbdc6fd24ee7,9205929c91ba4c3bbbfacb1b2e678b44,00393_000.jpg,@recycling.film,,Single Pack,N/A
394,0,film_box_outside,ORWO,NP15,120,25,BW,199208,1760349542,1eebaf371d0a846576d8026fdbb603fa,50956257d99f4f24a3ec712e77379a20,00394_000.jpg,@recycling.film,,Single Pack,N/A
394,1,film_box_leaflet,ORWO,NP15,120,25,BW,199208,1760349544,22a0d20ec32e3105bbe41bd918139b39,71624d5686d648ef9411cbed44ed3f49,00394_001.jpg,@recycling.film,,Single Pack,N/A
394,2,film_box_leaflet,ORWO,NP15,120,25,BW,199208,1760349547,797646e9c27406e066ff0caa22d62dc3,2528a0f231cf473597f3d594c67dc803,00394_002.jpg,@recycling.film,,Single Pack,N/A
395,0,film_box_outside,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440128,a27202ce3cfd35dd98d584afb2352cba,0543dd31cf204c8499f5f1e51a9b861c,00395_000.jpg,dekuNukem,,Single Pack,8exp
395,1,film_cartridge,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440130,19e9a96f7d3627d679bde3d2e8d0808f,c8261d3d4696463091c1e946521ba6b8,00395_001.jpg,dekuNukem,,Single Pack,8exp
395,2,film_cartridge,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440133,ae13dd1440e5e5af367d57dd42f851e6,f6f40232e62741eb8bbc5f22f9e38dc8,00395_002.jpg,dekuNukem,,Single Pack,8exp
395,3,film_box_leaflet,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440135,c3e3743e674f30347d1cb3e53db8433a,e0caa1919c6d4af3a5478f7e16c3664d,00395_003.jpg,dekuNukem,,Single Pack,8exp
395,4,film_box_leaflet,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440139,962920b1e18e96e7b7d5b6c10a17c11e,771ae62e2ca14e40a13c15c815d42ff0,00395_004.jpg,dekuNukem,,Single Pack,8exp
395,5,film_box_leaflet,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440140,1f6ef84db823d6fbec5480f5bf33a50c,fe686e709acd4d8eb81aa903bc07d146,00395_005.jpg,dekuNukem,,Single Pack,8exp
395,6,film_box_leaflet,Impossible Project,Color Instant Film for Polaroid SX-70 Type Cameras,Instant Integral Film,160,Instant,201311,1760440142,9fb8d7838b2e140b96cc991cfcb9f6ef,1bb9712c568140bd86d5d2ba361b85c9,00395_006.jpg,dekuNukem,,Single Pack,8exp
396,0,film_box_outside,Lomography,Tiger,110,200,C-41,201509,1760440206,444f40a01a7c7ed0878c228473384730,141712bb8988495d811441f1e5fb5b62,00396_000.jpg,dekuNukem,,Single Pack,24exp
396,1,film_box_inside,Lomography,Tiger,110,200,C-41,201509,1760440209,b64d9ca270e5a340c039139abb4f995d,23cf98004a95479ebb6992d73ee36d36,00396_001.jpg,dekuNukem,,Single Pack,24exp
396,2,film_cartridge,Lomography,Tiger,110,200,C-41,201509,1760440218,6145b95103f3dd6e8418ac4df974a535,9275565ac1d046c5a72f553b7f73e124,00396_002.jpg,dekuNukem,,Single Pack,24exp
397,0,film_box_outside,Minox,MinoColor 100 Pro,8x11mm,100,C-41,Unknown,1760440699,cddabecbb87f2949fdebe43044659aa4,2b69cd822cf44b0a833b845e7b515338,00397_000.jpg,dekuNukem,,Single Pack,30exp
397,1,film_box_outside,Minox,MinoColor 100 Pro,8x11mm,100,C-41,Unknown,1760440701,b6852cf1894917886ea6af1e46119f87,e73e0dd7193c4cfa9b8d4eed881bb328,00397_001.jpg,dekuNukem,,Single Pack,30exp
398,0,film_box_outside,Sharan,Black-and-white Negative Film,8x11mm,100,BW,Unknown,1760441315,a277ffddaf73bc1c612969585fefe02e,f51e641835b543e592ea57ddb0c2a884,00398_000.jpg,dekuNukem,ACMEL embossed on box,Single Pack,30exp
398,1,film_box_outside,Sharan,Black-and-white Negative Film,8x11mm,100,BW,Unknown,1760441323,a19d27c617c457c5f8fb42e781e59653,863a7bdf1a704c8581b85715cfeaf4b6,00398_001.jpg,dekuNukem,ACMEL embossed on box,Single Pack,30exp
398,2,film_box_outside,Sharan,Black-and-white Negative Film,8x11mm,100,BW,Unknown,1760441333,77adc1958b6ceb1b7dcdabf20abb33f2,181802a92d784d7bb55da9b320456623,00398_002.jpg,dekuNukem,ACMEL embossed on box,Single Pack,30exp
398,3,film_box_outside,Sharan,Black-and-white Negative Film,8x11mm,100,BW,Unknown,1760441337,62cf777ab494fb23e30e3c25e30db1ec,aff927d754b94e4a8e02b5db988feb9c,00398_003.jpg,dekuNukem,ACMEL embossed on box,Single Pack,30exp
399,0,film_box_outside,Sharan,Color Negative Film,8x11mm,400,C-41,Unknown,1760441698,650d941cdb2298434267cd945a42127c,52bf2ed6baac480dbc32d05e569f4913,00399_000.jpg,dekuNukem,,Single Pack,30exp
399,1,film_box_outside,Sharan,Color Negative Film,8x11mm,400,C-41,Unknown,1760441699,ef7fa9f79bcaeb1cd83c4cfb875bbe44,9bbddf2ace8b430c87ae445ede2a99f1,00399_001.jpg,dekuNukem,,Single Pack,30exp
399,2,film_box_outside,Sharan,Color Negative Film,8x11mm,400,C-41,Unknown,1760441703,e2caebe236a344ab0587991b1dff839a,b4abaf59baa1429c8085e9f20e115e73,00399_002.jpg,dekuNukem,,Single Pack,30exp
399,3,film_box_outside,Sharan,Color Negative Film,8x11mm,400,C-41,Unknown,1760441705,77650235bd96ef55446b87da9d7d511e,e481850cf5ef471ca1c4d116ca79a5b8,00399_003.jpg,dekuNukem,,Single Pack,30exp
400,0,film_box_outside,Rollei,RPX 25,35mm,25,BW,202707,1760573217,03774f510fa2ec2541699a86f6fc68c9,38e7af3c3ff34abeb7ae0badd310b14c,00400_000.jpg,nick,,Single Pack,36exp
400,1,film_box_inside,Rollei,RPX 25,35mm,25,BW,202707,1760573219,fa94c5d8cb80ea4c254c4a2f271a101c,60733808afbf441da74f97bdd47b9733,00400_001.jpg,nick,,Single Pack,36exp
401,0,film_box_outside,ADOX,CMS 20 II Pro,35mm,20,BW,202710,1760573283,00d33b494984bf28b8e077e86435fa58,092f316a772246018a8de96ebd380bea,00401_000.jpg,nick,,Single Pack,36exp
401,1,film_box_inside,ADOX,CMS 20 II Pro,35mm,20,BW,202710,1760573289,a0a9b285749a9bd587f7fe2d25624279,d255a9a922f64c6da3cb801c7906b63b,00401_001.jpg,nick,,Single Pack,36exp
402,0,film_box_outside,ADOX,CHS 100 II,35mm,100,BW,202707,1760573331,676b894e8dad7722e4ea86e1955e4e47,edb6848680f443f2a73b70b13c028adf,00402_000.jpg,nick,,Single Pack,36exp
402,1,film_box_inside,ADOX,CHS 100 II,35mm,100,BW,202707,1760573334,7ce2a52de1ee88296abc457a59a77cae,e08156a89f334bd785397e498b9710f7,00402_001.jpg,nick,,Single Pack,36exp
403,0,film_box_outside,Svema,Foto 64,35mm,64,BW,Unknown,1760697295,f074fc25641e43830bc1094db2ac8675,e783964d8b4f48e8bd12d7d2c3c510cb,00403_000.jpg,@recycling.film,,Single Pack,36exp
404,0,film_box_outside,Fujifilm,Fujicolor Super HG,35mm,400,C-41,199212,1760697365,9f2279443d587980c9364bfea3a34632,90ac1c8117ef41d291bedc89cc65feb7,00404_000.jpg,@recycling.film,,Single Pack,24exp
404,1,film_box_inside,Fujifilm,Fujicolor Super HG,35mm,400,C-41,199212,1760697366,3ecb0b3594768d6025d8d33c8b60b448,d40e2c7220b94e2988936a7b4137a6cf,00404_001.jpg,@recycling.film,,Single Pack,24exp
405,0,film_box_outside,Svema,Foto 32,35mm,32,BW,199307,1760697633,12f5d31745c68c9c9fc7e0c29f5ec929,64289ff9fd4b4e589c5654a044dbd1fd,00405_000.jpg,@recycling.film,,Refill,36exp
406,0,film_box_outside,Nishika,Color Print Film,35mm,100,C-41,199312,1760697742,2a5a3caace822e238c465a2a28ea7b93,c8f31c7a1adf423bbc4d35eae399baeb,00406_000.jpg,@recycling.film,,Single Pack,36exp
407,0,film_cartridge,GAF,Color Slide Film,35mm,500,Unknown,197901,1760697843,d8177988f4f70468bf0f4970fa61f5d5,b57e8c465ff94e02afa31d267b846815,00407_000.jpg,@recycling.film,,Single Pack,20exp
408,0,film_box_outside,ORWO,Chrom UT18,35mm,50,Unknown,Unknown,1760698227,a669553f6fb9efb54d6fba4b4235e51f,d82a8047531f4e4bbdfe4c0bb95c81b7,00408_000.jpg,@recycling.film,,Single Pack,36exp
408,1,film_box_leaflet,ORWO,Chrom UT18,35mm,50,Unknown,Unknown,1760698230,4397a7d2fd3c51695e394da9795d42e1,1515034bddc345419da08ea6a497ee34,00408_001.jpg,@recycling.film,,Single Pack,36exp
408,2,film_box_leaflet,ORWO,Chrom UT18,35mm,50,Unknown,Unknown,1760698232,45c539d3aa101ccd46610183666a682d,062fdd558f6c48fda2979f72c7443cad,00408_002.jpg,@recycling.film,,Single Pack,36exp
408,3,film_box_processing_envelope,ORWO,Chrom UT18,35mm,50,Unknown,Unknown,1760698234,5782dbbc009e5deaec752329e5ac2800,acc4b02a5b2d422ebda7149636e817b3,00408_003.jpg,@recycling.film,,Single Pack,36exp
408,4,film_box_processing_envelope,ORWO,Chrom UT18,35mm,50,Unknown,Unknown,1760698237,7bec9440e18c3c73eed0d3bd2f013446,437046f79d2141bfb2af8247bc1a6ba3,00408_004.jpg,@recycling.film,,Single Pack,36exp
409,0,film_box_outside,Ilford,XP2,35mm,400,C-41,199410,1760698707,de6e6a9bcc39473443e7dccb4b3907ed,bc6e58d62eb34ad6a54ea8d4ac877d94,00409_000.jpg,@recycling.film,,Single Pack,20exp
409,1,film_box_leaflet,Ilford,XP2,35mm,400,C-41,199410,1760698709,e422f41d415342fbd85b38b9686576fc,bdd3a188431042dabb560e85287b517a,00409_001.jpg,@recycling.film,,Single Pack,20exp
409,2,film_box_leaflet,Ilford,XP2,35mm,400,C-41,199410,1760698963,247d051115148904f66cb07149bce580,94aea5ecf4ab4e74b8e7205d7912c232,00409_002.jpg,@recycling.film,,Single Pack,20exp
410,0,film_box_outside,Kodak,Tri-X Pan,35mm,400,BW,197912,1760705132,b68268d589f4aacd8b75989608a19b77,09363ad5ddf84f67bb44ac27d17c85e9,00410_000.jpg,@recycling.film,,Single Pack,20exp
411,0,film_box_outside,Kodak,Super-XX,616,Unknown,BW,194301,1760705321,dbc1dcb4318753624e9b492999e68a5d,ec96eb9587cf4485a00f2af323eb07c8,00411_000.jpg,@recycling.film,,Single Pack,8exp
412,0,film_box_outside,Perfect Photo Inc.,Perfect-Pan Film,120,125,BW,196410,1760705549,345b3bde8eac4b0e283c2c99552c5db8,4eb2d274d28c41339ad3bd385476c214,00412_000.jpg,@recycling.film,,Single Pack,N/A
412,1,film_box_leaflet,Perfect Photo Inc.,Perfect-Pan Film,120,125,BW,196410,1760705556,b619c600c5011d1cf640b17515874fe8,da91308a6c3a42d4b6665e82ee0ab24c,00412_001.jpg,@recycling.film,,Single Pack,N/A
412,2,film_box_leaflet,Perfect Photo Inc.,Perfect-Pan Film,120,125,BW,196410,1760705558,e41a9ee362515720eccefdd8310b9e0f,8ceb71b4c7204eda9fe3eac689142058,00412_002.jpg,@recycling.film,,Single Pack,N/A
413,0,film_box_outside,Foma,Fomapan F17,120,40,BW,199101,1760705891,5545ad4d2ba4ce102602c9c777d036a4,0315635e32bb4848aaa2fe65ac7aa10e,00413_000.jpg,@recycling.film,,Single Pack,N/A
413,1,film_box_leaflet,Foma,Fomapan F17,120,40,BW,199101,1760705897,f8e4f6b527a7f23d1517a950269d28e5,3c4f8b9bb3e74d20b67ac3611475608f,00413_001.jpg,@recycling.film,,Single Pack,N/A
413,2,film_box_leaflet,Foma,Fomapan F17,120,40,BW,199101,1760705904,db084c898bcc1ea832151ce6e6b8b2ad,9db2e6deb48a408e8848fa333255036a,00413_002.jpg,@recycling.film,,Single Pack,N/A
414,0,film_box_outside,Kodak,Ektachrome 64,35mm,64,E-6,198607,1760706115,741b0d72ebf994ac1cf9fc1d8f6078c5,61a248ee92404ad7bcf1a19adbf102cc,00414_000.jpg,@recycling.film,EPR,Single Pack,36exp
414,1,film_box_leaflet,Kodak,Ektachrome 64,35mm,64,E-6,198607,1760706116,d67e654cce9d4d7255dc4ea209032902,66aac838de9b4f4091acb02215e8b890,00414_001.jpg,@recycling.film,EPR,Single Pack,36exp
414,2,film_box_leaflet,Kodak,Ektachrome 64,35mm,64,E-6,198607,1760706120,839d9868f10b9918d48434784c71adee,ee61648a19bd4eaea584f3931618f488,00414_002.jpg,@recycling.film,EPR,Single Pack,36exp
415,0,film_box_outside,Ilford,FP4,35mm,125,BW,198302,1760706245,70b4f81d310cf6491a6abb068de3a542,68eb8a227e8b48358efc62cf7aabb2f0,00415_000.jpg,@recycling.film,,Single Pack,20exp
416,0,film_box_outside,ADOX,KB 17,35mm,32,BW,195807,1760706328,fd17f2b604ebf2d8b915cb5320198f46,ee054df9bf0f4ad09ef142c01c2788a5,00416_000.jpg,@recycling.film,,Single Pack,20exp
417,0,film_box_outside,Agfa,AgfaChrome 50 S,35mm,50,AP41,198107,1760706508,a1a378d9e473615e9b713bbf62e07658,364274d1357d458eacedde84db8a71a8,00417_000.jpg,@recycling.film,,Single Pack,36exp
417,1,film_box_leaflet,Agfa,AgfaChrome 50 S,35mm,50,AP41,198107,1760706537,9ee8854bae7c54c02b042c5be3e19f43,ad0043191aad463eafef428fdd9383d5,00417_001.jpg,@recycling.film,,Single Pack,36exp
417,2,film_box_leaflet,Agfa,AgfaChrome 50 S,35mm,50,AP41,198107,1760706540,d19cb3116dee47c7eb5dfe4aa357cbf5,92c015c82f4345438875b286887a584d,00417_002.jpg,@recycling.film,,Single Pack,36exp
418,0,film_box_outside,Agfa,Agfacolor Negative Film Special CNS,35mm,80,CNS,197609,1760708691,330762f9e9f9b52b2c3b43a593bd8670,1cf0e26c5894469ebdbd94e104c89b03,00418_000.jpg,@recycling.film,,Single Pack,20exp
418,1,film_box_leaflet,Agfa,Agfacolor Negative Film Special CNS,35mm,80,CNS,197609,1760708692,91805a88ed1fba6ded73ecfb5fcfe076,75c37ed61c3d4b04be3c432a2a80c21e,00418_001.jpg,@recycling.film,,Single Pack,20exp
